12,7356499,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
13,7357812,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
14,7359147,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,159,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
15,7360474,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
16,7361790,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
17,7363102,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
18,7364421,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
19,7365730,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
20,7367046,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,140,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
21,7368379,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
22,7369708,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
23,7371030,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,140,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
24,7372350,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,140,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
25,7373804,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
26,7375260,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
27,7376592,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,150,159,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
28,7377926,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
29,7379254,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,150,159,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
30,7380576,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
31,7381886,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
32,7383202,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
33,7384518,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
34,7385842,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
35,7387170,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
36,7388489,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
37,7389807,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
38,7391124,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
39,7392436,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,149,160,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
40,7393752,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
41,7395078,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
42,7396400,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
43,7397716,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
44,7399036,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
45,7400353,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,160,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
46,7401688,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,160,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
47,7403157,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
48,7404629,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
49,7405967,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
50,7407281,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
51,7408593,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
52,7409908,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
53,7411225,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
54,7412550,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
55,7413879,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
56,7415207,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
57,7416523,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
58,7417840,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
59,7419161,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
60,7420474,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
61,7421803,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,137,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
62,7423132,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
63,7424459,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
64,7425777,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
65,7427102,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,138,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
66,7428417,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
67,7429727,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
68,7431061,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,139,150,159,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
69,7432530,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
70,7433987,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
71,7435304,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
72,7436616,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,33,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
73,7437933,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
74,7439253,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
75,7440577,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
76,7441899,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
77,7443214,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
78,7444529,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
79,7445841,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,161,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
80,7447153,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,161,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
81,7448472,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
82,7449799,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
83,7451140,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,161,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
84,7452461,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
85,7453777,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
86,7455089,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
87,7456410,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
88,7457733,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
89,7459065,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
90,7460380,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,149,161,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
91,7461698,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
92,7463021,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
93,7464476,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
94,7465922,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,150,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
95,7467254,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,149,160,137,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
96,7468594,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
97,7469914,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
98,7471231,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
99,7472547,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
100,7473857,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
101,7475174,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
102,7476503,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
103,7477837,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
104,7479153,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
105,7480463,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
106,7481775,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
107,7483095,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,137,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
108,7484415,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
109,7485748,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,139,149,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
110,7487075,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
111,7488396,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
112,7489712,0,0,0,0,0,0,0,0,0,0,0,-7,1000,165,0,512,0,0,0,0,0,-2827,0,138,148,159,136,1,8,0,1,1,0,0,4.396484385773716,0,0,0,0,0,-3,0,0,0,3,"",""
